99050,833,16/06/2016,20/06/2016,27/06/2016,3
98202,324,21/05/2014,23/05/2014,30/05/2014,2
1354,225,05/07/2014,08/07/2014,07/08/2014,3
83179,225,02/06/2015,04/06/2015,11/06/2015,1
69791,263,03/11/2016,04/11/2016,11/11/2016,2
6453,274,23/10/2015,26/10/2015,25/11/2015,3
9570,456,12/06/2015,14/06/2015,14/07/2015,3
17572,158,11/04/2015,12/04/2015,19/04/2015,2
17572,158,21/01/2015,22/01/2015,29/01/2015,3
8791,458,04/10/2015,07/10/2015,06/11/2015,3
36466,458,21/08/2014,22/08/2014,29/08/2014,3
44573,224,08/04/2015,09/04/2015,16/04/2015,1
6113,224,09/04/2014,12/04/2014,12/05/2014,1
5159,456,24/07/2015,28/07/2015,27/08/2015,3
1677,837,27/12/2015,31/12/2015,30/01/2016,3
40825,158,06/06/2014,09/06/2014,16/06/2014,2
2519,458,14/11/2014,17/11/2014,17/12/2014,1
66377,897,25/06/2014,27/06/2014,04/07/2014,1
6113,461,20/10/2014,22/10/2014,21/11/2014,1
6453,480,13/02/2016,15/02/2016,16/03/2016,1
5751,461,23/04/2016,24/04/2016,24/05/2016,3
79138,263,26/02/2015,27/02/2015,06/03/2015,2
50139,979,15/03/2016,17/03/2016,24/03/2016,2
5159,458,31/12/2014,04/01/2015,03/02/2015,1
23387,324,17/09/2014,20/09/2014,27/09/2014,1
6453,837,24/06/2014,28/06/2014,28/07/2014,2
97172,499,30/10/2015,02/11/2015,09/11/2015,3
74926,461,30/07/2015,31/07/2015,07/08/2015,2
7882,324,01/09/2015,05/09/2015,05/10/2015,2
98202,833,30/06/2015,04/07/2015,11/07/2015,2
2489,970,10/05/2015,11/05/2015,10/06/2015,3
7882,979,07/11/2016,11/11/2016,11/12/2016,1
4113,837,04/11/2014,05/11/2014,05/12/2014,2
97172,499,29/12/2014,31/12/2014,07/01/2015,2
26685,158,01/09/2016,04/09/2016,11/09/2016,3
23604,897,16/02/2015,19/02/2015,26/02/2015,2
79138,124,09/07/2016,13/07/2016,20/07/2016,1
83179,225,14/03/2014,16/03/2014,23/03/2014,2
4066,158,01/04/2014,03/04/2014,03/05/2014,1
1677,837,21/04/2016,25/04/2016,25/05/2016,2
89341,324,23/07/2016,24/07/2016,31/07/2016,2
4341,458,30/06/2015,01/07/2015,31/07/2015,2
81789,833,25/07/2015,28/07/2015,04/08/2015,3
6113,124,19/03/2014,23/03/2014,22/04/2014,3
9570,499,18/03/2014,22/03/2014,21/04/2014,2
2506,456,28/02/2015,01/03/2015,31/03/2015,3
77257,263,30/08/2016,02/09/2016,09/09/2016,1
1639,688,21/01/2014,24/01/2014,23/02/2014,3
17572,274,26/10/2015,27/10/2015,03/11/2015,1
1526,225,03/05/2016,04/05/2016,03/06/2016,1
1677,499,09/04/2016,11/04/2016,11/05/2016,2
98202,224,22/05/2015,24/05/2015,31/05/2015,3
66377,688,07/01/2015,11/01/2015,18/01/2015,3
98202,979,16/06/2015,19/06/2015,26/06/2015,2
8791,324,28/10/2014,31/10/2014,30/11/2014,3
4066,897,23/06/2016,25/06/2016,25/07/2016,2
4066,458,14/01/2014,18/01/2014,17/02/2014,3
44573,499,03/12/2014,04/12/2014,11/12/2014,1
4399,545,14/04/2015,16/04/2015,16/05/2015,2
8791,688,02/04/2014,03/04/2014,03/05/2014,1
59519,225,02/07/2015,05/07/2015,12/07/2015,1
5882,837,05/02/2016,07/02/2016,08/03/2016,3
79138,124,26/07/2016,27/07/2016,03/08/2016,1
98202,833,12/12/2014,15/12/2014,22/12/2014,3
4066,225,14/03/2016,18/03/2016,17/04/2016,3
3415,324,04/12/2014,08/12/2014,07/01/2015,1
23387,224,27/12/2015,29/12/2015,05/01/2016,1
52106,688,26/04/2016,29/04/2016,06/05/2016,3
78376,324,25/02/2014,26/02/2014,05/03/2014,3
6939,124,19/02/2014,23/02/2014,25/03/2014,1
98828,225,12/12/2015,13/12/2015,20/12/2015,2
8246,263,07/04/2016,09/04/2016,09/05/2016,3
81789,979,14/11/2014,18/11/2014,25/11/2014,2
6113,979,16/07/2014,20/07/2014,19/08/2014,3
17572,324,18/12/2014,20/12/2014,27/12/2014,3
6113,124,20/02/2016,24/02/2016,25/03/2016,1
5117,837,11/05/2016,15/05/2016,14/06/2016,3
41668,263,06/05/2015,10/05/2015,17/05/2015,2
69791,224,18/12/2014,19/12/2014,26/12/2014,1
7539,837,22/12/2014,26/12/2014,25/01/2015,1
4341,545,08/08/2015,11/08/2015,10/09/2015,2
32123,274,18/05/2014,19/05/2014,26/05/2014,1
23822,979,16/11/2016,18/11/2016,25/11/2016,1
98202,979,03/04/2015,07/04/2015,14/04/2015,2
3415,324,19/10/2015,21/10/2015,20/11/2015,3
4399,833,11/01/2015,15/01/2015,14/02/2015,3
7539,979,21/03/2016,25/03/2016,24/04/2016,2
41668,458,30/06/2014,02/07/2014,09/07/2014,3
4113,324,17/01/2016,21/01/2016,20/02/2016,1
17572,324,24/06/2016,27/06/2016,04/07/2016,2
2519,688,03/02/2016,07/02/2016,08/03/2016,3
50139,480,21/03/2016,25/03/2016,01/04/2016,2
69791,833,18/10/2015,22/10/2015,29/10/2015,3
1639,274,22/02/2015,25/02/2015,27/03/2015,1
4113,324,22/11/2015,24/11/2015,24/12/2015,3
66377,158,10/03/2016,13/03/2016,20/03/2016,1
23387,324,24/09/2015,26/09/2015,03/10/2015,3
5882,225,08/02/2014,11/02/2014,13/03/2014,2
77257,263,07/04/2015,10/04/2015,17/04/2015,3
69791,224,06/10/2016,07/10/2016,14/10/2016,2
62100,158,16/12/2014,17/12/2014,24/12/2014,3
1526,545,05/07/2014,09/07/2014,08/08/2014,2
6113,461,02/11/2014,06/11/2014,06/12/2014,2
99050,798,14/02/2014,15/02/2014,22/02/2014,3
5751,545,15/10/2015,18/10/2015,17/11/2015,1
23387,158,17/11/2016,18/11/2016,25/11/2016,3
3309,263,21/03/2016,23/03/2016,22/04/2016,3
4066,456,09/12/2014,11/12/2014,10/01/2015,3
83179,225,20/01/2015,24/01/2015,31/01/2015,3
5117,688,21/02/2015,25/02/2015,27/03/2015,3
89341,979,08/01/2015,11/01/2015,18/01/2015,3
5751,274,22/12/2015,25/12/2015,24/01/2016,1
6939,833,16/03/2014,17/03/2014,16/04/2014,2
66377,897,04/10/2014,07/10/2014,14/10/2014,1
66377,224,28/12/2015,30/12/2015,06/01/2016,1
5117,837,02/10/2014,04/10/2014,03/11/2014,3
22048,158,09/06/2016,12/06/2016,19/06/2016,3
49619,480,15/05/2014,18/05/2014,25/05/2014,2
1354,225,10/04/2016,13/04/2016,13/05/2016,3
7882,833,07/04/2014,09/04/2014,09/05/2014,2
26685,274,25/02/2015,26/02/2015,05/03/2015,3
8791,456,05/01/2016,06/01/2016,05/02/2016,1
9248,458,05/11/2016,08/11/2016,08/12/2016,2
98828,456,28/03/2015,01/04/2015,08/04/2015,1
23822,274,12/01/2015,15/01/2015,22/01/2015,2
52680,456,06/01/2016,09/01/2016,16/01/2016,3
6453,158,03/04/2015,05/04/2015,05/05/2015,1
1354,798,02/04/2016,03/04/2016,03/05/2016,3
8246,224,24/08/2016,25/08/2016,24/09/2016,1
3415,324,12/11/2014,14/11/2014,14/12/2014,3
90775,798,31/03/2016,03/04/2016,10/04/2016,3
23604,324,24/02/2016,25/02/2016,03/03/2016,2
6054,480,22/09/2015,23/09/2015,23/10/2015,3
89341,324,15/09/2016,16/09/2016,23/09/2016,3
69791,480,22/09/2014,23/09/2014,30/09/2014,1
98008,837,27/09/2015,28/09/2015,05/10/2015,3
98202,224,15/06/2015,19/06/2015,26/06/2015,1
26685,224,04/03/2016,07/03/2016,14/03/2016,2
6453,970,16/08/2014,19/08/2014,18/09/2014,1
23822,224,22/07/2016,25/07/2016,01/08/2016,2
17572,225,21/03/2014,23/03/2014,30/03/2014,3
1677,688,24/02/2016,25/02/2016,26/03/2016,3
2519,545,27/04/2016,29/04/2016,29/05/2016,3
2181,461,08/07/2016,12/07/2016,11/08/2016,3
8791,458,22/06/2015,24/06/2015,24/07/2015,2
1526,897,20/06/2014,23/06/2014,23/07/2014,2
2160,461,17/10/2015,19/10/2015,18/11/2015,2
62100,224,01/02/2014,05/02/2014,12/02/2014,2
92419,897,26/04/2015,28/04/2015,05/05/2015,2
59519,225,22/07/2016,25/07/2016,01/08/2016,3
2160,324,11/08/2015,12/08/2015,11/09/2015,1
2519,688,15/05/2015,17/05/2015,16/06/2015,2
52680,224,27/03/2014,28/03/2014,04/04/2014,2
4066,897,15/09/2015,16/09/2015,16/10/2015,2
4066,158,12/11/2014,14/11/2014,14/12/2014,3
4066,897,10/12/2014,11/12/2014,10/01/2015,2
3309,263,11/10/2015,14/10/2015,13/11/2015,2
90775,263,21/06/2014,24/06/2014,01/07/2014,1
99050,798,13/11/2015,14/11/2015,21/11/2015,1
4341,461,17/12/2015,18/12/2015,17/01/2016,1
23387,456,12/05/2015,16/05/2015,23/05/2015,3
6453,274,10/11/2016,12/11/2016,12/12/2016,1
90775,798,18/10/2015,22/10/2015,29/10/2015,3
9570,456,09/03/2015,12/03/2015,11/04/2015,1
3309,798,12/03/2014,14/03/2014,13/04/2014,1
98828,158,02/04/2014,03/04/2014,10/04/2014,3
2181,458,16/09/2015,18/09/2015,18/10/2015,1
4341,456,27/07/2016,31/07/2016,30/08/2016,2
40825,158,30/09/2016,04/10/2016,11/10/2016,1
3415,324,08/05/2016,10/05/2016,09/06/2016,1
52680,456,09/01/2016,12/01/2016,19/01/2016,1
7882,263,11/07/2016,15/07/2016,14/08/2016,1
1354,798,31/10/2015,03/11/2015,03/12/2015,2
5159,979,22/03/2016,23/03/2016,22/04/2016,2
78376,979,25/10/2014,27/10/2014,03/11/2014,2
1639,897,05/05/2014,07/05/2014,06/06/2014,1
55472,225,25/01/2015,28/01/2015,04/02/2015,2
2506,833,05/09/2014,09/09/2014,09/10/2014,2
3415,499,27/05/2015,30/05/2015,29/06/2015,3
5751,970,22/08/2016,23/08/2016,22/09/2016,3
4066,833,24/02/2015,28/02/2015,30/03/2015,2
2160,263,06/02/2016,08/02/2016,09/03/2016,1
3309,456,24/08/2015,25/08/2015,24/09/2015,2
3442,499,19/05/2015,22/05/2015,21/06/2015,1
7882,458,12/05/2015,15/05/2015,14/06/2015,3
2489,837,27/03/2014,31/03/2014,30/04/2014,1
4113,456,03/04/2014,04/04/2014,04/05/2014,3
8791,833,08/06/2015,12/06/2015,12/07/2015,1
5117,979,28/08/2016,31/08/2016,30/09/2016,3
78376,545,06/02/2014,08/02/2014,15/02/2014,1
6113,897,31/07/2016,03/08/2016,02/09/2016,3
66377,124,28/05/2014,31/05/2014,07/06/2014,3
3415,124,12/04/2014,13/04/2014,13/05/2014,1
98828,833,29/05/2014,01/06/2014,08/06/2014,1
5117,458,08/04/2015,09/04/2015,09/05/2015,3
2181,224,13/03/2016,17/03/2016,16/04/2016,3
6453,480,17/06/2016,19/06/2016,19/07/2016,1
78376,545,29/05/2015,31/05/2015,07/06/2015,1
5751,480,25/12/2015,27/12/2015,26/01/2016,3
17572,158,08/09/2016,12/09/2016,19/09/2016,3
98202,833,29/04/2014,30/04/2014,07/05/2014,1
41668,458,22/03/2015,25/03/2015,01/04/2015,1
90775,224,17/05/2016,20/05/2016,27/05/2016,2
2519,545,25/02/2016,26/02/2016,27/03/2016,2
89341,324,27/07/2015,28/07/2015,04/08/2015,1
92419,897,29/03/2015,30/03/2015,06/04/2015,1
8246,224,10/06/2015,11/06/2015,11/07/2015,1
7882,124,22/09/2015,26/09/2015,26/10/2015,1
81789,499,08/03/2015,09/03/2015,16/03/2015,3
59519,545,14/09/2015,17/09/2015,24/09/2015,3
4113,324,29/09/2016,30/09/2016,30/10/2016,3
5882,274,18/08/2015,21/08/2015,20/09/2015,2
22048,124,05/01/2015,06/01/2015,13/01/2015,1
5751,979,11/05/2016,13/05/2016,12/06/2016,2
50139,979,08/08/2016,10/08/2016,17/08/2016,3
2160,837,16/10/2016,17/10/2016,16/11/2016,1
78376,979,15/02/2016,16/02/2016,23/02/2016,3
5882,798,01/09/2016,03/09/2016,03/10/2016,3
8791,324,29/05/2016,31/05/2016,30/06/2016,1
5751,274,23/02/2016,27/02/2016,28/03/2016,1
97172,263,19/08/2016,20/08/2016,27/08/2016,2
78376,545,09/01/2016,12/01/2016,19/01/2016,2
7539,837,05/01/2015,06/01/2015,05/02/2015,3
32123,274,19/05/2016,22/05/2016,29/05/2016,2
2181,225,20/04/2015,24/04/2015,24/05/2015,2
8791,833,28/09/2015,30/09/2015,30/10/2015,2
22048,837,04/04/2014,07/04/2014,14/04/2014,3
7539,798,25/10/2014,26/10/2014,25/11/2014,1
22048,837,19/11/2016,20/11/2016,27/11/2016,3
4113,461,05/12/2014,06/12/2014,05/01/2015,2
3309,897,08/01/2015,10/01/2015,09/02/2015,3
36466,324,17/12/2014,19/12/2014,26/12/2014,2
44573,274,06/09/2015,09/09/2015,16/09/2015,2
4066,833,20/12/2014,23/12/2014,22/01/2015,3
66377,224,09/03/2016,12/03/2016,19/03/2016,3
3442,461,11/05/2014,15/05/2014,14/06/2014,2
77257,225,08/01/2015,11/01/2015,18/01/2015,3
7882,225,02/01/2015,03/01/2015,02/02/2015,1
26685,833,29/09/2015,30/09/2015,07/10/2015,1
2489,970,22/03/2014,23/03/2014,22/04/2014,2
6113,979,31/08/2014,03/09/2014,03/10/2014,3
23822,461,07/05/2016,10/05/2016,17/05/2016,1
6939,225,11/05/2016,14/05/2016,13/06/2016,1
5882,456,08/02/2015,10/02/2015,12/03/2015,1
2519,545,17/03/2014,18/03/2014,17/04/2014,2
7882,499,10/03/2014,12/03/2014,11/04/2014,2
5882,224,23/04/2014,24/04/2014,24/05/2014,2
22048,158,19/10/2014,20/10/2014,27/10/2014,3
81789,499,24/12/2015,25/12/2015,01/01/2016,3
2181,461,11/07/2015,15/07/2015,14/08/2015,3
4341,545,25/09/2016,29/09/2016,29/10/2016,3
9248,324,25/06/2014,28/06/2014,28/07/2014,3
40825,837,18/04/2015,20/04/2015,27/04/2015,2
5117,979,22/11/2015,24/11/2015,24/12/2015,2
2489,688,28/02/2015,04/03/2015,03/04/2015,1
69791,224,28/10/2014,31/10/2014,07/11/2014,1
98202,970,21/04/2016,24/04/2016,01/05/2016,1
5751,461,16/02/2016,17/02/2016,18/03/2016,1
4399,545,19/09/2014,20/09/2014,20/10/2014,3
3442,274,05/12/2014,07/12/2014,06/01/2015,2
2489,499,28/03/2014,31/03/2014,30/04/2014,1
9248,688,07/07/2014,11/07/2014,10/08/2014,1
2519,499,14/11/2014,18/11/2014,18/12/2014,1
69791,833,19/12/2015,21/12/2015,28/12/2015,3
77257,225,22/08/2016,24/08/2016,31/08/2016,2
66377,688,27/03/2015,31/03/2015,07/04/2015,3
3415,499,10/11/2016,11/11/2016,11/12/2016,1
4066,456,18/01/2015,20/01/2015,19/02/2015,2
40825,837,08/09/2014,12/09/2014,19/09/2014,2
7882,499,17/12/2014,19/12/2014,18/01/2015,3
69791,979,16/05/2014,20/05/2014,27/05/2014,1
9570,499,17/10/2014,19/10/2014,18/11/2014,3
5751,274,21/12/2015,23/12/2015,22/01/2016,3
6453,837,23/04/2015,25/04/2015,25/05/2015,2
66377,158,22/10/2014,26/10/2014,02/11/2014,2
40825,837,01/04/2014,03/04/2014,10/04/2014,1
2160,499,27/03/2014,30/03/2014,29/04/2014,2
6453,274,23/08/2015,26/08/2015,25/09/2015,1
81789,499,02/09/2014,06/09/2014,13/09/2014,1
9248,324,03/11/2016,04/11/2016,04/12/2016,1
2160,324,27/04/2015,28/04/2015,28/05/2015,3
6113,970,24/12/2015,26/12/2015,25/01/2016,1
98828,225,26/09/2015,27/09/2015,04/10/2015,3
40825,158,29/12/2015,01/01/2016,08/01/2016,2
2489,499,18/02/2014,21/02/2014,23/03/2014,1
2160,970,18/11/2015,22/11/2015,22/12/2015,1
6453,480,03/10/2015,06/10/2015,05/11/2015,2
2489,897,07/09/2015,10/09/2015,10/10/2015,2
78376,225,25/04/2015,28/04/2015,05/05/2015,3
44573,499,30/11/2014,03/12/2014,10/12/2014,2
98202,274,27/07/2016,30/07/2016,06/08/2016,2
2506,124,04/08/2016,08/08/2016,07/09/2016,1
2489,545,26/10/2016,30/10/2016,29/11/2016,3
6939,124,20/01/2016,23/01/2016,22/02/2016,1
5117,688,26/05/2014,30/05/2014,29/06/2014,3
81789,456,17/01/2016,20/01/2016,27/01/2016,2
3415,480,07/09/2016,08/09/2016,08/10/2016,2
5159,456,26/10/2014,27/10/2014,26/11/2014,2
4066,274,19/05/2016,20/05/2016,19/06/2016,2
17572,274,30/04/2015,02/05/2015,09/05/2015,2
6113,461,08/11/2016,10/11/2016,10/12/2016,1
55472,837,28/12/2015,29/12/2015,05/01/2016,2
17572,274,15/05/2015,18/05/2015,25/05/2015,2
98008,274,26/04/2015,29/04/2015,06/05/2015,2
55472,225,27/10/2014,29/10/2014,05/11/2014,1
49619,979,10/09/2014,12/09/2014,19/09/2014,2
3442,499,24/10/2015,26/10/2015,25/11/2015,1
78376,545,03/10/2014,04/10/2014,11/10/2014,2
69791,224,09/12/2015,11/12/2015,18/12/2015,1
78376,979,08/06/2016,12/06/2016,19/06/2016,2
32123,274,06/04/2014,09/04/2014,16/04/2014,1
4113,456,04/08/2016,05/08/2016,04/09/2016,1
7539,461,19/04/2015,21/04/2015,21/05/2015,3
99050,833,28/03/2015,31/03/2015,07/04/2015,3
62100,158,10/11/2016,11/11/2016,18/11/2016,2
78376,979,09/03/2014,10/03/2014,17/03/2014,1
2160,324,28/06/2016,30/06/2016,30/07/2016,3
83179,225,21/01/2016,22/01/2016,29/01/2016,1
7882,458,06/06/2016,08/06/2016,08/07/2016,3
36466,688,28/06/2016,30/06/2016,07/07/2016,3
2489,798,23/08/2016,25/08/2016,24/09/2016,1
97172,499,21/12/2014,24/12/2014,31/12/2014,3
4066,274,12/02/2015,15/02/2015,17/03/2015,3
7882,480,08/02/2014,10/02/2014,12/03/2014,2
4066,480,27/06/2014,01/07/2014,31/07/2014,1
77257,480,12/10/2015,14/10/2015,21/10/2015,3
22048,837,03/07/2014,07/07/2014,14/07/2014,2
1639,274,17/06/2014,21/06/2014,21/07/2014,2
2181,456,27/08/2016,29/08/2016,28/09/2016,2
81789,833,02/10/2015,06/10/2015,13/10/2015,2
1639,688,15/01/2015,18/01/2015,17/02/2015,2
8791,456,10/12/2014,13/12/2014,12/01/2015,3
7539,979,07/09/2014,08/09/2014,08/10/2014,3
89341,324,04/10/2016,08/10/2016,15/10/2016,3
2519,458,26/01/2016,27/01/2016,26/02/2016,1
89341,979,05/09/2015,06/09/2015,13/09/2015,3
26685,158,18/08/2015,20/08/2015,27/08/2015,2
66377,688,08/06/2014,09/06/2014,16/06/2014,3
7539,837,29/09/2014,01/10/2014,31/10/2014,1
8791,456,01/07/2016,02/07/2016,01/08/2016,1
5882,798,07/10/2014,08/10/2014,07/11/2014,2
98828,798,29/05/2015,02/06/2015,09/06/2015,2
3415,499,21/09/2016,24/09/2016,24/10/2016,1
6939,833,19/11/2016,22/11/2016,22/12/2016,3
5117,688,03/01/2015,07/01/2015,06/02/2015,1
36466,833,10/12/2014,13/12/2014,20/12/2014,3
78376,324,01/07/2016,02/07/2016,09/07/2016,3
49619,224,02/12/2015,04/12/2015,11/12/2015,1
26685,833,12/02/2015,16/02/2015,23/02/2015,2
41668,263,21/09/2015,24/09/2015,01/10/2015,3
9248,456,12/06/2016,13/06/2016,13/07/2016,1
55472,837,14/12/2014,15/12/2014,22/12/2014,2
22048,837,20/02/2015,21/02/2015,28/02/2015,1
59519,545,14/12/2015,16/12/2015,23/12/2015,2
5159,545,03/04/2016,04/04/2016,04/05/2016,2
8791,688,02/09/2016,05/09/2016,05/10/2016,2
3415,124,29/05/2016,31/05/2016,30/06/2016,2
2181,225,09/05/2014,10/05/2014,09/06/2014,1
8791,324,04/02/2015,05/02/2015,07/03/2015,3
23387,456,14/09/2015,18/09/2015,25/09/2015,3
98008,837,02/11/2015,06/11/2015,13/11/2015,1
55472,837,15/08/2015,19/08/2015,26/08/2015,3
2181,458,15/03/2015,16/03/2015,15/04/2015,1
8791,458,01/07/2014,05/07/2014,04/08/2014,1
44573,224,27/09/2014,28/09/2014,05/10/2014,2
9248,458,12/07/2015,14/07/2015,13/08/2015,2
3309,456,01/11/2014,03/11/2014,03/12/2014,1
99050,798,21/04/2016,22/04/2016,29/04/2016,2
5882,837,04/03/2016,07/03/2016,06/04/2016,1
3309,263,29/12/2015,02/01/2016,01/02/2016,3
44573,499,22/12/2014,24/12/2014,31/12/2014,3
2160,224,09/07/2014,13/07/2014,12/08/2014,1
81789,499,21/07/2014,24/07/2014,31/07/2014,1
17572,456,07/08/2015,09/08/2015,16/08/2015,1
2160,263,23/05/2014,24/05/2014,23/06/2014,2
6113,897,04/08/2014,08/08/2014,07/09/2014,1
98202,158,17/05/2014,21/05/2014,28/05/2014,1
2489,970,16/05/2016,17/05/2016,16/06/2016,1
4066,897,06/06/2015,08/06/2015,08/07/2015,1
36466,461,13/04/2015,14/04/2015,21/04/2015,2
5751,480,11/05/2015,14/05/2015,13/06/2015,2
17572,158,18/06/2016,22/06/2016,29/06/2016,2
98202,833,28/05/2016,31/05/2016,07/06/2016,2
36466,458,31/05/2014,04/06/2014,11/06/2014,3
1639,897,23/07/2014,24/07/2014,23/08/2014,2
40825,124,01/06/2015,03/06/2015,10/06/2015,2
4066,456,20/01/2014,21/01/2014,20/02/2014,1
92419,897,14/05/2014,16/05/2014,23/05/2014,1
26685,897,17/06/2016,19/06/2016,26/06/2016,2
4113,456,18/02/2016,22/02/2016,23/03/2016,1
1677,688,31/12/2014,02/01/2015,01/02/2015,1
78376,324,30/03/2015,02/04/2015,09/04/2015,2
6453,458,08/11/2016,11/11/2016,11/12/2016,3
59519,545,30/07/2016,31/07/2016,07/08/2016,2
50139,480,29/09/2015,30/09/2015,07/10/2015,3
59519,545,11/05/2016,12/05/2016,19/05/2016,3
55472,225,08/04/2015,10/04/2015,17/04/2015,1
2489,461,20/01/2014,24/01/2014,23/02/2014,1
98008,837,11/12/2015,14/12/2015,21/12/2015,3
23822,224,29/05/2014,31/05/2014,07/06/2014,3
4399,897,17/01/2016,20/01/2016,19/02/2016,2
36466,833,16/11/2014,19/11/2014,26/11/2014,1
5882,225,02/09/2014,05/09/2014,05/10/2014,1
5159,979,23/03/2016,25/03/2016,24/04/2016,2
7882,263,27/03/2016,28/03/2016,27/04/2016,1
49619,224,20/01/2016,24/01/2016,31/01/2016,2
2181,461,17/06/2016,21/06/2016,21/07/2016,1
2519,545,30/01/2015,03/02/2015,05/03/2015,1
8791,324,11/08/2014,12/08/2014,11/09/2014,3
2160,263,18/02/2014,21/02/2014,23/03/2014,1
4341,461,27/04/2016,29/04/2016,29/05/2016,1
49619,979,21/12/2015,22/12/2015,29/12/2015,1
4066,458,26/04/2014,28/04/2014,28/05/2014,3
49619,458,25/09/2016,27/09/2016,04/10/2016,2
6939,224,09/05/2016,10/05/2016,09/06/2016,2
2489,837,14/05/2014,17/05/2014,16/06/2014,2
3442,324,25/01/2016,28/01/2016,27/02/2016,2
66377,224,29/05/2014,02/06/2014,09/06/2014,3
8791,833,24/12/2015,25/12/2015,24/01/2016,3
23604,837,05/10/2014,09/10/2014,16/10/2014,2
90775,263,26/12/2014,30/12/2014,06/01/2015,2
3442,461,16/01/2016,18/01/2016,17/02/2016,1
3442,324,05/02/2016,07/02/2016,08/03/2016,1
7539,798,03/02/2014,04/02/2014,06/03/2014,3
23387,456,13/10/2016,15/10/2016,22/10/2016,3
98828,688,23/01/2016,25/01/2016,01/02/2016,1
69791,263,06/11/2014,08/11/2014,15/11/2014,1
44573,274,01/12/2014,02/12/2014,09/12/2014,3
3415,480,30/12/2014,31/12/2014,30/01/2015,2
90775,263,18/12/2015,20/12/2015,27/12/2015,2
3309,979,25/12/2015,29/12/2015,28/01/2016,1
2506,274,21/03/2015,23/03/2015,22/04/2015,2
44573,274,01/04/2015,02/04/2015,09/04/2015,1
5117,837,07/10/2016,09/10/2016,08/11/2016,1
6453,458,01/02/2016,03/02/2016,04/03/2016,3
49619,480,08/10/2014,10/10/2014,17/10/2014,1
4341,224,23/10/2014,25/10/2014,24/11/2014,1
98828,456,06/03/2016,07/03/2016,14/03/2016,3
2489,461,11/04/2014,14/04/2014,14/05/2014,3
97172,499,06/03/2016,07/03/2016,14/03/2016,3
6453,158,13/02/2016,15/02/2016,16/03/2016,1
2506,124,30/08/2015,02/09/2015,02/10/2015,2
5751,979,27/11/2015,30/11/2015,30/12/2015,1
5751,970,14/09/2016,15/09/2016,15/10/2016,3
49619,480,31/05/2014,03/06/2014,10/06/2014,1
6113,979,27/03/2014,30/03/2014,29/04/2014,1
6113,970,23/09/2014,27/09/2014,27/10/2014,3
5751,545,15/09/2014,16/09/2014,16/10/2014,3
8246,124,11/08/2016,13/08/2016,12/09/2016,2
50139,480,24/01/2015,25/01/2015,01/02/2015,3
