JR86507;E38;20
UE09721;E08;20
RW87354;C21;20
KS19431;A19;20
WL09498;B32;20
KS19431;D02;20
JR86507;A43;20
YW80393;D09;20
MB82598;C28;20
YY65200;E33;20
TL56384;A38;20
FT98440;E38;20
DX44682;E49;20
BP15881;C35;20
BB53001;E48;20
DX44682;A49;20
UK47509;E31;20
IT60920;C34;20
BB53001;C11;20
JI98835;B05;20
SB26669;A49;20
RW87354;A37;20
NL61668;C41;20
UE09721;C09;20
FT98440;A31;20
CE69353;A43;20
CI87702;A24;20
IG92877;E49;20
YW28008;A05;20
BP15881;C47;20
IT60920;D20;20
MB82598;B04;20
YW28008;E24;20
FT98440;A17;20
KS19431;D37;20
FT98440;E44;20
YW80393;E07;20
YY65200;A26;20
KS19431;C05;20
RW87354;E36;20
YR12572;D50;25
IG92877;A18;15
RW87354;A49;15
FQ88002;A46;15
YW80393;C42;15
WL09498;A41;15
RW87354;D16;15
JR86507;A48;15
WS24612;E24;15
IO29421;C13;15
FQ88002;C42;15
BB53001;D03;15
YW80393;D43;15
JR86507;E24;15
TL56384;D17;15
RW87354;E38;15
YF17264;E03;15
JR86507;A36;15
YY65200;C19;15
UK47509;A03;15
IT60920;E28;15
YF17264;A28;15
JR86507;A32;15
IT60920;A03;15
YF17264;D21;15
SB26669;C24;15
FZ98234;B10;15
YW80393;D42;15
JR86507;E28;15
NL61668;A34;15
MB82598;A04;15
CE69353;B22;15
DX44682;B35;15
IG92877;E23;15
BF72860;B18;15
YW28008;B10;15
IO29421;A41;15
BB53001;D26;15
SW29687;A13;15
IT60920;C29;15
SB26669;E10;15
IO29421;B23;15
CI87702;C32;15
DX44682;E17;15
DX44682;E40;15
FQ88002;D36;15
FT98440;B33;15
YW28008;B31;15
YF17264;E32;15
UE09721;D37;15
SB26669;E29;15
JR86507;C47;15
TL56384;C44;15
CE69353;A02;15
FT98440;B04;15
YY65200;D31;15
DX44682;C04;15
OT32425;E41;15
MB82598;E22;15
IG92877;A26;15
BF72860;B08;15
CI87702;D39;15
BF72860;C47;15
JI98835;B12;15
IG92877;C16;15
TL56384;D05;15
YR12572;D19;15
FQ88002;A22;15
YW80393;B16;15
WS24612;E22;15
TL56384;E26;15
SW29687;E47;15
OT32425;B31;15
OT32425;E27;15
HL94468;A26;15
WS24612;D15;15
RW87354;C32;15
WS24612;B40;15
YR12572;D04;15
RW87354;E50;15
DX44682;D13;15
RW87354;D09;15
BP15881;C49;15
SW29687;A26;25
CE69353;B06;25
UK47509;C35;25
UE09721;E21;25
YW80393;B16;25
BF72860;B38;25
JR86507;E39;25
DX44682;A18;25
DX44682;C07;25
WL09498;A04;25
IO29421;C45;25
WS24612;D23;25
YW28008;A23;25
WL09498;B08;25
BB53001;C08;25
IO29421;C32;25
